fq_name	short_name	namespace	kind	module	source_file	evidence_class	api_status	type_summary	universe_params	canonical_owner	disposition	notes
LRA.Analysis.StructureOfRealLine.IsOpenR	IsOpenR	LRA.Analysis.StructureOfRealLine	definition	LRA.VolumeIII.Analysis.StructureOfRealLine.CompactnessAdditions	LRA/VolumeIII/Analysis/StructureOfRealLine/CompactnessAdditions.lean	authored	public	(Set.{0} Real) -> Prop		LRA.Analysis.StructureOfRealLine.IsOpenR	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.IsOpenSet	IsOpenSet	LRA.Analysis.StructureOfRealLine	definition	LRA.VolumeIII.Analysis.StructureOfRealLine.OpenClosedSets	LRA/VolumeIII/Analysis/StructureOfRealLine/OpenClosedSets.lean	authored	public	(Set.{0} Real) -> Prop		LRA.Analysis.StructureOfRealLine.IsOpenSet	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.IsSeqCompactR	IsSeqCompactR	LRA.Analysis.StructureOfRealLine	definition	LRA.VolumeIII.Analysis.StructureOfRealLine.CompactnessAdditions	LRA/VolumeIII/Analysis/StructureOfRealLine/CompactnessAdditions.lean	authored	public	(Set.{0} Real) -> Prop		LRA.Analysis.StructureOfRealLine.IsSeqCompactR	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.MinOfPositiveIsPositive	MinOfPositiveIsPositive	LRA.Analysis.StructureOfRealLine	theorem	LRA.VolumeIII.Analysis.StructureOfRealLine.OrderDistanceIntervals	LRA/VolumeIII/Analysis/StructureOfRealLine/OrderDistanceIntervals.lean	authored	public	forall (a : Real) (b : Real), (GT.gt.{0} Real Real.instLT a (OfNat.ofNat.{0} Real 0 (Zero.toOfNat0.{0} Real Real.instZero))) -> (GT.gt.{0} Real Real.instLT b (OfNat.ofNat.{0} Real 0 (Zero.toOfNat0.{0} Real Real.instZero))) -> (GT.gt.{0} Real Real.instLT (Min.min.{0} Real Real.instMin a b) (OfNat.ofNat.{0} Real 0 (Zero.toOfNat0.{0} Real Real.instZero)))		LRA.Analysis.StructureOfRealLine.MinOfPositiveIsPositive	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.OpenBall	OpenBall	LRA.Analysis.StructureOfRealLine	definition	LRA.VolumeIII.Analysis.StructureOfRealLine.OpenClosedSets	LRA/VolumeIII/Analysis/StructureOfRealLine/OpenClosedSets.lean	authored	public	Real -> Real -> (Set.{0} Real)		LRA.Analysis.StructureOfRealLine.OpenBall	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.OpenIntervalIsOpen	OpenIntervalIsOpen	LRA.Analysis.StructureOfRealLine	theorem	LRA.VolumeIII.Analysis.StructureOfRealLine.OpenClosedSets	LRA/VolumeIII/Analysis/StructureOfRealLine/OpenClosedSets.lean	authored	public	forall (a : Real) (b : Real), (LT.lt.{0} Real Real.instLT a b) -> (LRA.Analysis.StructureOfRealLine.IsOpenSet (Set.Ioo.{0} Real Real.instPreorder a b))		LRA.Analysis.StructureOfRealLine.OpenIntervalIsOpen	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.OpenSetClosureOperations	OpenSetClosureOperations	LRA.Analysis.StructureOfRealLine	theorem	LRA.VolumeIII.Analysis.StructureOfRealLine.OpenClosedSets	LRA/VolumeIII/Analysis/StructureOfRealLine/OpenClosedSets.lean	authored	public	And (LRA.Analysis.StructureOfRealLine.IsOpenSet (EmptyCollection.emptyCollection.{0} (Set.{0} Real) (Set.instEmptyCollection.{0} Real))) (And (LRA.Analysis.StructureOfRealLine.IsOpenSet (Set.univ.{0} Real)) (And (forall (ι : Type) (U : ι -> (Set.{0} Real)), (forall (i : ι), LRA.Analysis.StructureOfRealLine.IsOpenSet (U i)) -> (LRA.Analysis.StructureOfRealLine.IsOpenSet (Set.iUnion.{0, 1} Real ι (fun (i : ι) => U i)))) (forall (n : Nat) (U : (Fin n) -> (Set.{0} Real)), (forall (i : Fin n), LRA.Analysis.StructureOfRealLine.IsOpenSet (U i)) -> (LRA.Analysis.StructureOfRealLine.IsOpenSet (Set.iInter.{0, 1} Real (Fin n) (fun (i : Fin n) => U i))))))		LRA.Analysis.StructureOfRealLine.OpenSetClosureOperations	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.PositiveMinimumBound	PositiveMinimumBound	LRA.Analysis.StructureOfRealLine	theorem	LRA.VolumeIII.Analysis.StructureOfRealLine.OrderDistanceIntervals	LRA/VolumeIII/Analysis/StructureOfRealLine/OrderDistanceIntervals.lean	authored	public	forall (δ : Real) (a : Real) (b : Real), (LT.lt.{0} Real Real.instLT (OfNat.ofNat.{0} Real 0 (Zero.toOfNat0.{0} Real Real.instZero)) δ) -> (LE.le.{0} Real Real.instLE δ a) -> (LE.le.{0} Real Real.instLE δ b) -> (LE.le.{0} Real Real.instLE δ (Min.min.{0} Real Real.instMin a b))		LRA.Analysis.StructureOfRealLine.PositiveMinimumBound	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.RealLineStructuralOrderFacts	RealLineStructuralOrderFacts	LRA.Analysis.StructureOfRealLine	theorem	LRA.VolumeIII.Analysis.StructureOfRealLine.OrderDistanceIntervals	LRA/VolumeIII/Analysis/StructureOfRealLine/OrderDistanceIntervals.lean	authored	public	forall (A : Set.{0} Real), (Set.Nonempty.{0} Real A) -> (BddAbove.{0} Real Real.instLE A) -> (Exists.{1} Real (fun (s : Real) => IsLUB.{0} Real Real.instLE A s))		LRA.Analysis.StructureOfRealLine.RealLineStructuralOrderFacts	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.SequentialCompactnessIffOpenCoverCompactness	SequentialCompactnessIffOpenCoverCompactness	LRA.Analysis.StructureOfRealLine	theorem	LRA.VolumeIII.Analysis.StructureOfRealLine.CompactnessAdditions	LRA/VolumeIII/Analysis/StructureOfRealLine/CompactnessAdditions.lean	authored	public	forall (K : Set.{0} Real), Iff (LRA.Analysis.StructureOfRealLine.IsSeqCompactR K) (LRA.Analysis.StructureOfRealLine.IsCompactR K)		LRA.Analysis.StructureOfRealLine.SequentialCompactnessIffOpenCoverCompactness	KEEP	compiled environment plus reconciled source scan
LRA.Analysis.StructureOfRealLine.dist'	dist'	LRA.Analysis.StructureOfRealLine	definition	LRA.VolumeIII.Analysis.StructureOfRealLine.OrderDistanceIntervals	LRA/VolumeIII/Analysis/StructureOfRealLine/OrderDistanceIntervals.lean	authored	public	Real -> Real -> Real		LRA.Analysis.StructureOfRealLine.dist'	KEEP	compiled environment plus reconciled source scan
LRA.Identity.AtLeastTwo	AtLeastTwo	LRA.Identity	definition	LRA.VolumeI.Identity.Model.Theory	LRA/VolumeI/Identity/Model/Theory.lean	authored	public	Type.{u} -> Prop	u	LRA.Identity.AtLeastTwo	KEEP	compiled environment plus reconciled source scan
LRA.Identity.AtMostTwo	AtMostTwo	LRA.Identity	definition	LRA.VolumeI.Identity.Model.Theory	LRA/VolumeI/Identity/Model/Theory.lean	authored	public	Type.{u} -> Prop	u	LRA.Identity.AtMostTwo	KEEP	compiled environment plus reconciled source scan
LRA.Identity.BinaryFunctionCongruence	BinaryFunctionCongruence	LRA.Identity	theorem	LRA.VolumeI.Identity.Model.Native	LRA/VolumeI/Identity/Model/Native.lean	authored	public	forall {Carrier : Type.{u}} {left : Carrier} {left' : Carrier} {right : Carrier} {right' : Carrier}, (Eq.{succ u} Carrier left left') -> (Eq.{succ u} Carrier right right') -> (forall (operation : Carrier -> Carrier -> Carrier), Eq.{succ u} Carrier (operation left right) (operation left' right'))	u	LRA.Identity.BinaryFunctionCongruence	KEEP	compiled environment plus reconciled source scan
LRA.Identity.BinaryRelationCongruence	BinaryRelationCongruence	LRA.Identity	theorem	LRA.VolumeI.Identity.Model.Native	LRA/VolumeI/Identity/Model/Native.lean	authored	public	forall {Carrier : Type.{u}} {left : Carrier} {left' : Carrier} {right : Carrier} {right' : Carrier}, (Eq.{succ u} Carrier left left') -> (Eq.{succ u} Carrier right right') -> (forall (relation : Carrier -> Carrier -> Prop), Iff (relation left right) (relation left' right'))	u	LRA.Identity.BinaryRelationCongruence	KEEP	compiled environment plus reconciled source scan
LRA.Identity.CongruenceWithRespectToEqualityIsAutomatic	CongruenceWithRespectToEqualityIsAutomatic	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.Core	LRA/VolumeI/Identity/Theorems/Core.lean	authored	public	forall {Carrier : Type.{u}} {left : Carrier} {left' : Carrier} {right : Carrier} {right' : Carrier}, (Eq.{succ u} Carrier left left') -> (Eq.{succ u} Carrier right right') -> (And (forall (predicate : Carrier -> Prop), Iff (predicate left) (predicate left')) (And (forall (relation : Carrier -> Carrier -> Prop), Iff (relation left right) (relation left' right')) (forall (operation : Carrier -> Carrier -> Carrier), Eq.{succ u} Carrier (operation left right) (operation left' right'))))	u	LRA.Identity.CongruenceWithRespectToEqualityIsAutomatic	KEEP	compiled environment plus reconciled source scan
LRA.Identity.Distinct	Distinct	LRA.Identity	definition	LRA.VolumeI.Identity.Model.Theory	LRA/VolumeI/Identity/Model/Theory.lean	authored	public	forall {Carrier : Type.{u}}, Carrier -> Carrier -> Prop	u	LRA.Identity.Distinct	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityCongruence	EqualityCongruence	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.EqualityCongruence	LRA/VolumeI/Identity/Theorems/EqualityCongruence.lean	authored	public	forall {Carrier : Type.{u}} {Left : Carrier} {LeftPrime : Carrier} {Right : Carrier} {RightPrime : Carrier}, (Eq.{succ u} Carrier Left LeftPrime) -> (Eq.{succ u} Carrier Right RightPrime) -> (And (forall (Predicate : Carrier -> Prop), Iff (Predicate Left) (Predicate LeftPrime)) (And (forall (Relation : Carrier -> Carrier -> Prop), Iff (Relation Left Right) (Relation LeftPrime RightPrime)) (forall (Operation : Carrier -> Carrier -> Carrier), Eq.{succ u} Carrier (Operation Left Right) (Operation LeftPrime RightPrime))))	u	LRA.Identity.EqualityCongruence	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityDiagonal	EqualityDiagonal	LRA.Identity	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	authored	public	forall (Carrier : Type.{u}), Carrier -> Carrier -> Prop	u	LRA.Identity.EqualityDiagonal	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityIsEquivalenceRelation	EqualityIsEquivalenceRelation	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.Equality	LRA/VolumeI/Identity/Theorems/Equality.lean	authored	public	forall (Carrier : Type.{u}), LRA.Relation.Equivalence.{u} Carrier (LRA.Identity.EqualityRelation.{u} Carrier)	u	LRA.Identity.EqualityIsEquivalenceRelation	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityLogicalSymbol	EqualityLogicalSymbol	LRA.Identity	definition	LRA.VolumeI.Identity.Model.Language	LRA/VolumeI/Identity/Model/Language.lean	authored	public	Type		LRA.Identity.EqualityLogicalSymbol	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityLogicalSymbolIsBinary	EqualityLogicalSymbolIsBinary	LRA.Identity	theorem	LRA.VolumeI.Identity.Model.Language	LRA/VolumeI/Identity/Model/Language.lean	authored	public	LRA.Logic.ArityIndexedSymbols.IsBinary LRA.Logic.Language.Notation.LogicalEqualitySymbols LRA.Logic.Language.Notation.LogicalEquality.eq		LRA.Identity.EqualityLogicalSymbolIsBinary	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityReasoningByReflexivity	EqualityReasoningByReflexivity	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.ProofPatterns	LRA/VolumeI/Identity/Theorems/ProofPatterns.lean	authored	public	forall {Carrier : Type.{u}} (x : Carrier), Eq.{succ u} Carrier x x	u	LRA.Identity.EqualityReasoningByReflexivity	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityReasoningBySymmetry	EqualityReasoningBySymmetry	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.ProofPatterns	LRA/VolumeI/Identity/Theorems/ProofPatterns.lean	authored	public	forall {Carrier : Type.{u}} {x : Carrier} {y : Carrier}, (Eq.{succ u} Carrier x y) -> (Eq.{succ u} Carrier y x)	u	LRA.Identity.EqualityReasoningBySymmetry	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityReasoningByTransitivity	EqualityReasoningByTransitivity	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.ProofPatterns	LRA/VolumeI/Identity/Theorems/ProofPatterns.lean	authored	public	forall {Carrier : Type.{u}} {x : Carrier} {y : Carrier} {z : Carrier}, (Eq.{succ u} Carrier x y) -> (Eq.{succ u} Carrier y z) -> (Eq.{succ u} Carrier x z)	u	LRA.Identity.EqualityReasoningByTransitivity	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityReflexivity	EqualityReflexivity	LRA.Identity	axiom	LRA.VolumeI.Identity.Axioms.Axioms	LRA/VolumeI/Identity/Axioms/Axioms.lean	authored	public	forall {Carrier : Type.{u}} (element : Carrier), Eq.{succ u} Carrier element element	u	LRA.Identity.EqualityReflexivity	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityRelation	EqualityRelation	LRA.Identity	definition	LRA.VolumeI.Identity.Theorems.Relations	LRA/VolumeI/Identity/Theorems/Relations.lean	authored	public	forall (Carrier : Type.{u}), Carrier -> Carrier -> Prop	u	LRA.Identity.EqualityRelation	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityRelationIsEquivalence	EqualityRelationIsEquivalence	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.Relations	LRA/VolumeI/Identity/Theorems/Relations.lean	authored	public	forall (Carrier : Type.{u}), LRA.Relation.Equivalence.{u} Carrier (LRA.Identity.EqualityRelation.{u} Carrier)	u	LRA.Identity.EqualityRelationIsEquivalence	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityRelationIsReflexive	EqualityRelationIsReflexive	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.Relations	LRA/VolumeI/Identity/Theorems/Relations.lean	authored	public	forall (Carrier : Type.{u}), LRA.Relation.Reflexive.{u} Carrier (LRA.Identity.EqualityRelation.{u} Carrier)	u	LRA.Identity.EqualityRelationIsReflexive	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityRelationIsSymmetric	EqualityRelationIsSymmetric	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.Relations	LRA/VolumeI/Identity/Theorems/Relations.lean	authored	public	forall (Carrier : Type.{u}), LRA.Relation.Symmetric.{u} Carrier (LRA.Identity.EqualityRelation.{u} Carrier)	u	LRA.Identity.EqualityRelationIsSymmetric	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityRelationIsTransitive	EqualityRelationIsTransitive	LRA.Identity	theorem	LRA.VolumeI.Identity.Theorems.Relations	LRA/VolumeI/Identity/Theorems/Relations.lean	authored	public	forall (Carrier : Type.{u}), LRA.Relation.Transitive.{u} Carrier (LRA.Identity.EqualityRelation.{u} Carrier)	u	LRA.Identity.EqualityRelationIsTransitive	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure	EqualityStructure	LRA.Identity	inductive	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	authored	public	Type.{succ u}	u	LRA.Identity.EqualityStructure	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.Carrier	Carrier	LRA.Identity.EqualityStructure	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_projection	public	LRA.Identity.EqualityStructure.{u} -> Type.{u}	u	LRA.Identity.EqualityStructure.Carrier	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure._sizeOf_1	_sizeOf_1	LRA.Identity.EqualityStructure	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_or_elaborated	public	LRA.Identity.EqualityStructure.{u} -> Nat	u	LRA.Identity.EqualityStructure._sizeOf_1	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure._sizeOf_inst	_sizeOf_inst	LRA.Identity.EqualityStructure	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_or_elaborated	public	SizeOf.{succ (succ u)} LRA.Identity.EqualityStructure.{u}	u	LRA.Identity.EqualityStructure._sizeOf_inst	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.carrierNonempty	carrierNonempty	LRA.Identity.EqualityStructure	theorem	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_projection	public	forall (self : LRA.Identity.EqualityStructure.{u}), Nonempty.{succ u} (LRA.Identity.EqualityStructure.Carrier.{u} self)	u	LRA.Identity.EqualityStructure.carrierNonempty	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.casesOn	casesOn	LRA.Identity.EqualityStructure	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_or_elaborated	public	forall {motive : LRA.Identity.EqualityStructure.{u} -> Sort.{u_1}} (t : LRA.Identity.EqualityStructure.{u}), (forall (Carrier : Type.{u}) (carrierNonempty : Nonempty.{succ u} Carrier) (equalityInterpretation : Carrier -> Carrier -> Prop) (equalityIsDiagonal : forall (left : Carrier) (right : Carrier), Iff (equalityInterpretation left right) (LRA.Identity.EqualityDiagonal.{u} Carrier left right)), motive (LRA.Identity.EqualityStructure.mk.{u} Carrier carrierNonempty equalityInterpretation equalityIsDiagonal)) -> (motive t)	u_1,u	LRA.Identity.EqualityStructure.casesOn	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.ctorIdx	ctorIdx	LRA.Identity.EqualityStructure	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_or_elaborated	public	LRA.Identity.EqualityStructure.{u} -> Nat	u	LRA.Identity.EqualityStructure.ctorIdx	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.equalityInterpretation	equalityInterpretation	LRA.Identity.EqualityStructure	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_projection	public	forall (self : LRA.Identity.EqualityStructure.{u}), (LRA.Identity.EqualityStructure.Carrier.{u} self) -> (LRA.Identity.EqualityStructure.Carrier.{u} self) -> Prop	u	LRA.Identity.EqualityStructure.equalityInterpretation	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.equalityIsDiagonal	equalityIsDiagonal	LRA.Identity.EqualityStructure	theorem	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_projection	public	forall (self : LRA.Identity.EqualityStructure.{u}) (left : LRA.Identity.EqualityStructure.Carrier.{u} self) (right : LRA.Identity.EqualityStructure.Carrier.{u} self), Iff (LRA.Identity.EqualityStructure.equalityInterpretation.{u} self left right) (LRA.Identity.EqualityDiagonal.{u} (LRA.Identity.EqualityStructure.Carrier.{u} self) left right)	u	LRA.Identity.EqualityStructure.equalityIsDiagonal	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.interpretsEqualityAsIdentity	interpretsEqualityAsIdentity	LRA.Identity.EqualityStructure	theorem	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	authored	public	forall (equalityStructure : LRA.Identity.EqualityStructure.{u}) (left : LRA.Identity.EqualityStructure.Carrier.{u} equalityStructure) (right : LRA.Identity.EqualityStructure.Carrier.{u} equalityStructure), Iff (LRA.Identity.EqualityStructure.equalityInterpretation.{u} equalityStructure left right) (Eq.{succ u} (LRA.Identity.EqualityStructure.Carrier.{u} equalityStructure) left right)	u	LRA.Identity.EqualityStructure.interpretsEqualityAsIdentity	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.mk	mk	LRA.Identity.EqualityStructure	constructor	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_constructor	public	forall (Carrier : Type.{u}), (Nonempty.{succ u} Carrier) -> (forall (equalityInterpretation : Carrier -> Carrier -> Prop), (forall (left : Carrier) (right : Carrier), Iff (equalityInterpretation left right) (LRA.Identity.EqualityDiagonal.{u} Carrier left right)) -> LRA.Identity.EqualityStructure.{u})	u	LRA.Identity.EqualityStructure.mk	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.mk._flat_ctor	_flat_ctor	LRA.Identity.EqualityStructure.mk	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_or_elaborated	public	forall (Carrier : Type.{u}), (Nonempty.{succ u} Carrier) -> (forall (equalityInterpretation : Carrier -> Carrier -> Prop), (forall (left : Carrier) (right : Carrier), Iff (equalityInterpretation left right) (LRA.Identity.EqualityDiagonal.{u} Carrier left right)) -> LRA.Identity.EqualityStructure.{u})	u	LRA.Identity.EqualityStructure.mk._flat_ctor	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.mk.inj	inj	LRA.Identity.EqualityStructure.mk	theorem	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_or_elaborated	public	forall {Carrier : Type.{u}} {carrierNonempty : Nonempty.{succ u} Carrier} {equalityInterpretation : Carrier -> Carrier -> Prop} {equalityIsDiagonal : forall (left : Carrier) (right : Carrier), Iff (equalityInterpretation left right) (LRA.Identity.EqualityDiagonal.{u} Carrier left right)} {Carrier_1 : Type.{u}} {carrierNonempty_1 : Nonempty.{succ u} Carrier_1} {equalityInterpretation_1 : Carrier_1 -> Carrier_1 -> Prop} {equalityIsDiagonal_1 : forall (left : Carrier_1) (right : Carrier_1), Iff (equalityInterpretation_1 left right) (LRA.Identity.EqualityDiagonal.{u} Carrier_1 left right)}, (Eq.{succ (succ u)} LRA.Identity.EqualityStructure.{u} (LRA.Identity.EqualityStructure.mk.{u} Carrier carrierNonempty equalityInterpretation equalityIsDiagonal) (LRA.Identity.EqualityStructure.mk.{u} Carrier_1 carrierNonempty_1 equalityInterpretation_1 equalityIsDiagonal_1)) -> (And (Eq.{succ (succ u)} Type.{u} Carrier Carrier_1) (HEq.{succ u} (Carrier -> Carrier -> Prop) equalityInterpretation (Carrier_1 -> Carrier_1 -> Prop) equalityInterpretation_1))	u	LRA.Identity.EqualityStructure.mk.inj	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.mk.injEq	injEq	LRA.Identity.EqualityStructure.mk	theorem	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_or_elaborated	public	forall (Carrier : Type.{u}) (carrierNonempty : Nonempty.{succ u} Carrier) (equalityInterpretation : Carrier -> Carrier -> Prop) (equalityIsDiagonal : forall (left : Carrier) (right : Carrier), Iff (equalityInterpretation left right) (LRA.Identity.EqualityDiagonal.{u} Carrier left right)) (Carrier_1 : Type.{u}) (carrierNonempty_1 : Nonempty.{succ u} Carrier_1) (equalityInterpretation_1 : Carrier_1 -> Carrier_1 -> Prop) (equalityIsDiagonal_1 : forall (left : Carrier_1) (right : Carrier_1), Iff (equalityInterpretation_1 left right) (LRA.Identity.EqualityDiagonal.{u} Carrier_1 left right)), Eq.{1} Prop (Eq.{succ (succ u)} LRA.Identity.EqualityStructure.{u} (LRA.Identity.EqualityStructure.mk.{u} Carrier carrierNonempty equalityInterpretation equalityIsDiagonal) (LRA.Identity.EqualityStructure.mk.{u} Carrier_1 carrierNonempty_1 equalityInterpretation_1 equalityIsDiagonal_1)) (And (Eq.{succ (succ u)} Type.{u} Carrier Carrier_1) (HEq.{succ u} (Carrier -> Carrier -> Prop) equalityInterpretation (Carrier_1 -> Carrier_1 -> Prop) equalityInterpretation_1))	u	LRA.Identity.EqualityStructure.mk.injEq	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.mk.noConfusion	noConfusion	LRA.Identity.EqualityStructure.mk	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_companion	public	forall {P : Sort.{u_1}} {Carrier : Type.{u}} {carrierNonempty : Nonempty.{succ u} Carrier} {equalityInterpretation : Carrier -> Carrier -> Prop} {equalityIsDiagonal : forall (left : Carrier) (right : Carrier), Iff (equalityInterpretation left right) (LRA.Identity.EqualityDiagonal.{u} Carrier left right)} {Carrier' : Type.{u}} {carrierNonempty' : Nonempty.{succ u} Carrier'} {equalityInterpretation' : Carrier' -> Carrier' -> Prop} {equalityIsDiagonal' : forall (left : Carrier') (right : Carrier'), Iff (equalityInterpretation' left right) (LRA.Identity.EqualityDiagonal.{u} Carrier' left right)}, (Eq.{succ (succ u)} LRA.Identity.EqualityStructure.{u} (LRA.Identity.EqualityStructure.mk.{u} Carrier carrierNonempty equalityInterpretation equalityIsDiagonal) (LRA.Identity.EqualityStructure.mk.{u} Carrier' carrierNonempty' equalityInterpretation' equalityIsDiagonal')) -> ((Eq.{succ (succ u)} Type.{u} Carrier Carrier') -> (HEq.{succ u} (Carrier -> Carrier -> Prop) equalityInterpretation (Carrier' -> Carrier' -> Prop) equalityInterpretation') -> P) -> P	u_1,u	LRA.Identity.EqualityStructure.mk.noConfusion	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.mk.sizeOf_spec	sizeOf_spec	LRA.Identity.EqualityStructure.mk	theorem	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_or_elaborated	public	forall (Carrier : Type.{u}) (carrierNonempty : Nonempty.{succ u} Carrier) (equalityInterpretation : Carrier -> Carrier -> Prop) (equalityIsDiagonal : forall (left : Carrier) (right : Carrier), Iff (equalityInterpretation left right) (LRA.Identity.EqualityDiagonal.{u} Carrier left right)), Eq.{1} Nat (SizeOf.sizeOf.{succ (succ u)} LRA.Identity.EqualityStructure.{u} LRA.Identity.EqualityStructure._sizeOf_inst.{u} (LRA.Identity.EqualityStructure.mk.{u} Carrier carrierNonempty equalityInterpretation equalityIsDiagonal)) (HAdd.hAdd.{0, 0, 0} Nat Nat Nat (instHAdd.{0} Nat instAddNat) (HAdd.hAdd.{0, 0, 0} Nat Nat Nat (instHAdd.{0} Nat instAddNat) (OfNat.ofNat.{0} Nat 1 (instOfNatNat 1)) (SizeOf.sizeOf.{succ (succ u)} Type.{u} (instSizeOfDefault.{succ (succ u)} Type.{u}) Carrier)) (SizeOf.sizeOf.{0} (Nonempty.{succ u} Carrier) (instSizeOfDefault.{0} (Nonempty.{succ u} Carrier)) carrierNonempty))	u	LRA.Identity.EqualityStructure.mk.sizeOf_spec	KEEP	compiled environment plus reconciled source scan
LRA.Identity.EqualityStructure.noConfusion	noConfusion	LRA.Identity.EqualityStructure	definition	LRA.VolumeI.Identity.Model.Structures	LRA/VolumeI/Identity/Model/Structures.lean	generated_companion	public	forall {P : Sort.{u_1}} {t : LRA.Identity.EqualityStructure.{u}} {t' : LRA.Identity.EqualityStructure.{u}}, (Eq.{succ (succ u)} LRA.Identity.EqualityStructure.{u} t t') -> (LRA.Identity.EqualityStructure.noConfusionType.{u_1, u} P t t')	u_1,u	LRA.Identity.EqualityStructure.noConfusion	KEEP	compiled environment plus reconciled source scan
